tier,accountId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,puuid
CHALLENGER,wewiLGM0R7VXsIgowDHyFdjBtvvFT9TGVlY6-1yTyNpQFXA,ZOEKlNG,1011,220,144,True,False,False,U2txH32ejt9_7O1uA4jrGGTfDF-RqrDOCIRsJKX2crjo7COwFFCKdJ7LvL02Y2O50H8aUmvcMoQr9Q
CHALLENGER,qwsdjVG70thL8Z3HR02r_Aivqun4HN__Mjy3mdlj7ekgSkS-rqRFLojizg,zui leng yi tian,921,290,215,False,False,True,amPFsbOtw-Yjl8ygABTaIZPxzC56qCV3Fp6Orr9UH3ndVI8b480amT9TR09TX398TXrX9_RHN_Ginw
CHALLENGER,Iq_8BS9QmkYs4LVNWRem066rUx8-iQzEssaP-tWwXk_Io2H_4cqdlqQJNQ,김민교 수제자,920,235,195,True,False,False,0r9oaB6WdbhzNQhuOexc-Q1kGEhQL23RP4bFfaPJX1dvG9icvXg73t_0STR4SIFc90O27_Hisot9MA
CHALLENGER,lg4uIiRCTweWjWu69Z5bxKzU4DTSu_f_XYtTtjrzW_IKmL0Y6fmwB3K0GQ,rewkfopdsfk,1112,204,142,True,False,False,xUQ5BCpkjDHYPQcQOcCrlB1fBV_rA-xARs6zzL50LUO8Yiyy_i3V_pu_Jxy1wrH7Cv_ekRNWnMuRbw
CHALLENGER,eVDG9FZ_apwFSAxnIjvN0e-OjPGEOgZrOQOyq81YLua5XQ,real gankster,985,705,616,True,False,False,SlUqB0OubicH4YyWmLxPL8aqrck2Qqs-hM6dYMw6TiT6jq0dh9aRopXx-iyi1C6rw5GM1THIkUWy8A
CHALLENGER,Zf8bqk7T2JY8GFNhG8njyG2CSHLMzFXRuSBIKL7WNHUyoo8,G1DEON,1449,415,338,True,False,False,U7v2Yz8XR1_CIZYJGsY6dv9LbKKNmgACnuFh0qV0PSuCUIgxATwinTNiUrtnYDvAROqrHXqPIkvUCg
CHALLENGER,S1WFDgIS_v3tYLJMEsefqOAI_3BU_D8Mn56ZxsHtB0bOcA,ChoGod,959,403,328,False,False,False,cpnIsaknrm4NSz0VzfydDBaAO6LaiCHXCN3slKCwziYLzL4Z7qjegsctoaf4rM5zM2dO6byA5pD-KQ
CHALLENGER,b3MhyTnFgquyPy8gUcIbC3OBCumSARGJvYaPQzDPiCK7rRk,이니쉬,1124,420,346,True,False,False,JzpgvJdJ-URs8QSHO0Fl3OS7zaHFcZT14_X7dsNsMGuONSARyw2Ukprpx2SGS60yLfm7xCkB1AJEmg
CHALLENGER,2piLTkSWaZ6wCWnNIG0MtIEJmp3W8-JCy05E6rTSz-IJSQ,tanoshiii,950,448,377,False,False,True,XVIKNEzuRJn6jiHDx3hiS6tabFsrqzFb_2m3_yQb8GZRLtu7deEIHpn5I9yoKJJlY8ji0YUTxCFJDA
CHALLENGER,15csmWx9BWXwhtqB1P5ssEa5bQPjbyAjse8uG9qWUL4rXSI,정글조지기,990,912,843,False,False,True,nqDrbhOSAzrY-sheSLzB6FTbe6Ac6EftHo4mP9YAXV8faoDQTwYN4RP9X7T64EHww6C7koPJUhEhjQ
CHALLENGER,QAvTeLZqokoRvH0VOJ9TtVHhrymL3FfcVDKzjTq6z1L2sDg,마틴마틴마틴마틴,955,1091,1004,False,False,True,3nSu1C7bSCGTMmk-sNhkB_ND6bLZRlQCnZERUfn1UXYBBY3oOYAXeG2CDbRDGrnfk1w1EbWI2IkM-A
CHALLENGER,3sCXlMJQYXMloEs1eR2n40YPFcfMpOHzv1sXqHp8GHQAQQc,다래머루,1004,433,364,False,False,False,zPfDLdNMx4vf-KS_WLN3YHsRXfHeDq1k3M0i0mxBxpqnH16r44KYRZNOsXAuOSszSwjOoPBqocdyUw
CHALLENGER,F60kYVJ4v-LREYzcXzkWHDrAkdfSYBv605inQaLzLLdqi7Q,핏빛 계약,1014,639,564,False,False,False,QZ9rTQ91ogLNM1xVOLM1tGOQzqX6-PkHkeO_8piC8471WTL8_RPq33zC9dUJNgEi267CgRyvgompTg
CHALLENGER,q6vUp45P5cL6CflfQ6Bnbiyxm27bWU9f3H_VL1_YtcSfcJE,내목숨은아이어에,966,450,373,False,False,True,3Dle6XQ5XnsPo8Z6N5qgHQFM6gQTKMigTnbI9ZaCYLZF1TGkmLc1f5M-UzfaiOfDrvkpZHJZDQZpYQ
CHALLENGER,RPMUpNBzQzGPEOUU64-9PqvoC8BhW7inPD0vu4ooeKKvM74,NOIR5,918,1102,1056,False,False,True,vxz09bD3r1eFYDxjqL9T2vnSWyWAKeGNbQlOeTUY-O26EkXzODBd7yvRuCsShspgZB4DGNm1xmaqlA
CHALLENGER,UsgZie9baXCJBv1cCuNGsetushFmdgtq_dCfNk0DU_tMIYs,아연몬,963,132,75,False,False,False,HpOEmSribmYbnFLS8XGL6D8CckWfrnqr01PYcaPMmJMXDX-q9iEEkgQ9vvu0y9ateeS82jJMK63vMA
CHALLENGER,jvP6qNKZq77HdR_1uDCVjPHksFWAAvrmutvuIaKbOJP1HWfzKTc8YReT-g,미니언14,1018,294,240,False,False,False,fN3gok1vKQwb_IA-NvpkLrrlPILf2nfmCOaS3AdInaqSaDg8IPunibr9JcA0BfI_o5MZLi_II4qPRQ
CHALLENGER,yerx2oYyut4_goC4YUHT1Dag2B4bYKJMjkppyXa5c-CgSkI,Indexy,1023,1678,1612,False,False,False,YVUGgWmao9EgwzhVg1JG5zijpvrGZvDD9cOlqwxuxCRztWz1BUuOR1NN_JPnJnhOzHB2xqsDn_rOQw
CHALLENGER,FmXwwD8_0bG-tYQv008j1EufdfQgzdEsppC4HAGIwblA7eg,상식적으로,923,649,594,False,False,False,WAxDNPDqB3CSEPjiWK-Wo1G-dUCJKK1wYe5WuHOsBa3bd95uXE22TMl6ILeWTZU8twE0rYtDPYTViQ
CHALLENGER,6jnf6kfeEDwCLVQY6LbQbzPX5v6XidsfNTzMMWm5pnthPy8,칼과 창 방패,1084,604,535,False,False,False,g82HtmDr731eYQY_fdOKGmn-zx54ueokq5eHWLen5OVA7VNwv8iOMVtbK8L3Fot85BtTqHTgaqm7jA
CHALLENGER,z2Qu2iGqXbcri_QJjTOjt1YcrQOeQr1qnZ-Li9XSeF6uft0,Cuzz,1138,217,152,False,False,False,4pnI8D7EArjftvH5kkFv5iKpmKd5-wYOQvGOXo0qCK_GFQxLEJFUSJSG5Cgkuxig4VkibdSR3MGUOg
CHALLENGER,sMP7sEgOXUfKxH7YmKxNDrD4DZctHtEFXaHapceCTqUxNeg,wocjf,938,227,172,False,False,False,VE9kidb9nHGEo5QSbrFFYkhf3xD6chm9j3vXeqRMUieVLsRIPqJb_FV--8lGKlBw7rVKJvwDbTkD1g
CHALLENGER,hwXXutmUikpCpFWVUnFtIoOjSCmKtB1i5uL97SJ91C-xfbI,윤용호,1028,288,220,False,False,False,gszsB_GnKb3LF1thSIBUna1Qk-V-JGNqQLvovggiO0UcYaoj2nt9yjeOdknGgiIjCXtf6zOpkXpK1Q
CHALLENGER,s_miWK0fF6Wp3HWlkSAgpnz-0FqWZjIiURbBJ_ro59e7bPc,no1ad eric,946,728,663,False,False,True,A8z8iv8fQXi2GFOEDPLi1IVb2BRLwIVpiN_zYdAtLmMdUowEZKusKorikzACa32D6EUZX5FMc16zvA
CHALLENGER,VeGTsg1rNOe2BOwumawb0SUu5qS9PTkjXpcHhnBBjrMr-EU,Shang xin ni,1022,404,331,False,False,False,GUQry76i0BCxXPE-n1DSaeIleEWFLFtIA2v3LDzksyHkEnxLvfYCHJ7MhvZ1AP6r6GzWSVpQk7z9DA
CHALLENGER,9ANYkNCjrd26a5DeG9b2sNKRY1BZOP4J4ydjhK-93aheNVXuPfu98p6Yfw,insuleixun,1104,596,529,True,False,False,7oJalqiqmyekZ-zOWSRZnxZISo3rfPBpnXpV3MeI6lKWeEJMk4eR42kTLCZ3qQhvfwc-8lq02kxqnw
CHALLENGER,Bklpxut7LIoCZ0DBUtU-RUWSL0NnWju10ndXBdi7ix3rtg,기묘기묘,920,525,450,True,False,False,IeQXn3CdiWFmuWbN0EbEGtTvhkEQB0jnNHCRuvsTqNdD5NRpV2ZQKG1IZspXILauKEcZojnYmAD1TA
CHALLENGER,4nLiwm9m0b-1IO6OwmyucGiGr2T9aTTAvrY5UmE0nibkWos,NEED HER,921,762,702,False,False,True,k44GOe7oRRlskHeEsQOBLmv6LrDjmazZmsRgSNlxWdL8u1FT746Sde6PhO6ovyQsOccwz3H7hh6HFw
CHALLENGER,N_blzXVxN2MbJCp27mnPv6W5QqMbSKityOjD44rCUSc7eSs,카이팅 요정,936,388,275,False,False,False,fuNLU0X7J_aTbWBSIQVPeCDo6mGFA_lwp3sPdlpb2CpwP3-TD0uFXE_wO3FWQiEiq4qyFFUlALRr5w
CHALLENGER,PXa5CcNBG_KRhUi4xCM8a30MQubGlkDIuGuQAWdCqikMbUsB4Fkmz_bB-g,빙산의 일 각,927,223,187,False,False,False,Pch5wouapwUs7KLWygXbKmjD8RSP3IgyJLFiEi3pE5ICft2cU4CTfI901yPuLE7rI-5BfsCca4KF6w
CHALLENGER,QQAqf-wP9iQN4N4WbiZVdYF7aaF624oEMtZH4fnIgn3cbDzv,농심라면다내꺼야,1460,778,677,True,False,False,_Q_O2_1pKQgKsioSa_CI6hdGqdEXYn-C8WmpeiLVzhrJ2JHUBn5c3LXK3BVRFEKShr375VeHfULmAQ
CHALLENGER,ZFCFHZeib4La-v7--4QRea_yhZIvUvsdeagt0oTVQohFWeg,주니어 네키,930,469,407,False,False,False,VIdZn1Mx91RxqsDbk8w06L7crcYMGX7jyV2EOudgcI9Nt9E3pyUkg2EZU_qsYAhAug6AhK3bjlK-4A
CHALLENGER,qRcf9HSJjaXwRlDxaq398VLLpB1NtOxlNoGTOJtU6WjHZzw,dlwlrma30,993,537,442,False,False,True,59XNWzywTYhSfWxnl_c_p9Hbb3oo-BGwu6jdx87Xx75InPUwooLaUglG-eZTCRVsRjK15yXRU9pTeA
CHALLENGER,zhzDrKXNWUuQbJPW8ZWQ28hhOx3dSiRuyIMxV4iZ0WeNCxDhGZneYHK3ag,불이과 ,929,333,255,False,False,False,_KYtNX-MOpZCiNgE60jtQrdjAxeivBdaQjSDOH-1kZjfNNTruwLGQo5XBTKa5Z3BBYSHByYp1bXJlw
CHALLENGER,FM74nEqu8PyxVMP3gQ7M89CQep1J76GntOrfwjT1bw6-MpA,프로연락친추주셍,1038,357,287,False,False,False,LjD2EaxcgB9C8l1R2RzoL1KQbJZWBw1pNqg2izL6YAzkhQwYKUnQTwtKCpKApJgkjUUFFNs5g81KfQ
CHALLENGER,ywssFi3qaY-yYz6xVKtx5MNepjyMUgzo-jh6lGwbzTPulF1MWJNQ5S3DfA,신을저주해,1014,250,171,True,False,False,N3IrBX6e9y-0BmShyir93_GuT387Rl9Z9jp6uJr62fkcQ1Fj_rd9BivWuaBw825CY50QJdZ2FGNRTg
CHALLENGER,wMlzxt4UWXIcoAYiTBrekgaJWP5t2UKTOLSNKDE5gGND3A,신 격,927,347,273,False,False,False,qHTzlF7-N3F0RsBs4bFN1OvtQQg0w8Q1bFf8m8G8iyfFNyERI6BWlHIoYA8ZiAH2gcH5ZF9qpuVt9g
CHALLENGER,BlS93EfRgeVMPU3hiY956zexEuFUK1BTZhAtBK8jxcT7Q6o,김춘식,1036,475,404,False,False,False,PJ4T7H6pbq5CALod159Fg1PK8drwIFtL0DRxGPQZ_NJVPFAtvfxMS51pxYbfzdSxTQ8z-NUJIsIMMA
CHALLENGER,v0RWU8Zd18CiJqVpIjx9Quck68i64jsqiBZrNoi-pZQUHLRkXpsVJ4QPwg,대머리,943,608,568,False,False,False,-amhgmjEQeMAY7XGnr38-BvvH8VLBdmHzsqrHHUvpB0fZC4n-aoZ_ui7B6tNyabkpbsF3i6NJLtZvg
CHALLENGER,dXIn2wCksjefmesNm6X6FHuDDDmEpaOsRZpntcTCh3pWF5c,이 차가 식기전에,1062,563,504,True,False,False,5ZGIXLHSDIpt043QitTzPDZxz9h6oDBaPl1kmiPf5mh7xJeYrmF_RFNf2_oNR9w7OZEf7D7vCIOMXw
CHALLENGER,ObA9b_EWBBNPELH818Fz8Zkh6Zw0mVddaKf9XLhdVXTWBAhs,가민준,1006,1277,1217,False,False,True,iOy_6yI1wxg6YDIlwyeFcyNDhocsMeZbBmQWAEvoV7PEuEwyleWTCBDINH2VMLXCazwL5HvuuC7c8g
CHALLENGER,A3Ev91rlShdhlXOxzbYaKmMFqXZo3UuLcWOIT4ieFm9_AlVRiYlXnsdjwA,용병배영준,1055,776,713,True,False,False,GtsMN3t9pLrrrE8OKPbhr1x5tintw0oQ5ARbLQroD8dY01TxOHi5TR2_7UKqNYcFM1bv8avPRQcnwg
CHALLENGER,AUl_3ABA2FWZDA7ezO1Fwk3FcbvfSLfpOI0WrmQbPum1zSPUqvMGHHXi4A,xtyx,1081,176,121,True,False,False,woYcounAFr3RFN-uvJZQ5V9RAChk_l0FZTx1yoyxHfZ6BnRqo0AVb7gLUtKh1nZp2wW_VioMUM2Pnw
CHALLENGER,zJUof7_ngV3m11OEBEuplDLdu65sKoryepK18nlvKGkBytkNNHQDtDcOKw,Kqher,913,196,144,False,False,False,xOTYVKGZlvpbbIXtlyBZjZfuOuOB9QMbzixLEq6sloJUoDTupeEhIU993wYfL8agAGlfdJQ4iHE9Eg
CHALLENGER,F1xF4oDlmueiGDibbxNvR2NMUlzitCt9gMfO0aS-GvGdFRM,Shadow Nia,1087,504,433,True,False,False,vcWMMLTyH6V4Vgqp_ROZAFZfDpptEQpJ_XovywqeqyZmZbiJrgnFNOVWABFIfjZzqrLQNesZ4rrhFQ
CHALLENGER,5mHyvY9dnAmeuZowjxxX6o6uEy1wFC12G6auCgKhCMSopmwN45L6rIT71Q,FA Callme,1065,539,476,False,False,False,uPaIwgumzD-LpyHbIkv7kFz1hE-uGw-uiMrOq-S-YKPJTtrGWq9Re4AzExeBiLbEURp3HkM2vE9_Kg
CHALLENGER,1ym3wV64348iTwBCnFJJGm-xeYWX2_64yAKpci15hQRHo0ur2_BmFzLIzg,Xbm,925,398,339,False,False,False,lnMjVH6eYKdZZrRz4YifZQUU-aNd7FMmoWmXpTh1thCIW7ENqxCLM_gP3jSlpYCldZXgLFEkUF8Dsg
CHALLENGER,K6qA3UTztZBiN4CmvYtbUZ8YAb5ztbxMViSRoptF0j4Nly6CMNsBml7j4w,Na Xi Da qwq,1003,197,136,True,False,False,jCo37iBcRKvj10DdF4F9AwzTC7x0jw_Y44YI_mCsJmuvoqYIg7v3ZWPV1Tn2QbdnoW38rkDnAR65pg
CHALLENGER,NhvEfU1f9MZiwJdudLnZSs6HAFoNukvJ_ykpW53BS4rz6Q,NekoL,1073,370,300,True,False,False,0piZWrYn2fRyrOaZyhtHSB-nJbOXdaCDMkqQCVQ_2L_Wyyg3ZdZnCj3Z0g2bijQMFrQ9AjE1w3cl2Q
CHALLENGER,UnFjl_-eIKfU3Jt34pNDHm7Ceckvp4a0rNESoQ1DMEUiZuQBZ77Fn9pxBQ,화내기도지쳤어,1235,687,597,True,False,False,7k266foHLR2X-Z0B5oTjxcugG2CP0C9myWP1CCb8aqmIhA95pX2FXa8ooLTQQTC6T0wc6Cr24YIV7g
CHALLENGER,F7_zQNOBV5r6HalOunWxYlFbYdVgQM7IJu_FCnRbScps0cKkfBsHCOj8fg,중모희망요고,910,267,181,False,False,False,vdwsgVH7ISzgHULW6a9FDsBPkgMAglTUlW68vJE0lyowAJLpYajOQ1KttFvXKVsSag1mzQS9EeYaNw
CHALLENGER,fIBXl2DGm_XKmBb9xUghBT5RHZ7BD8Fc5vWa6K8dD3gEPRIRRseedVIAVg,TH0RFINN,1055,139,76,False,False,False,lQ4XvFiUALorGrFrAEMofeHK2TfUgBoOoEV_lmZk1-qU7W-qmaET06FBfET99rcG7Dx1FdzJ3GOIeQ
CHALLENGER,Ai0f8NCXPP8l2TBhGSC6PCF4gSeQ8--GTjfT-C1P0WN6cTNAvPkzDabCBA,xbyueOoO,940,710,640,False,False,True,CkpYPaH2hYTI5Rhtat430ufhoDxnH5X-sLK47ODIi3628kbuojcPM_WgKZ24NEH857hVqE0gE1cPNw
CHALLENGER,Y0lb9zZIr5jtOAf1Zii-Ae1ENw2ZY4L_kfSLZ8SsI_9JRPo,lIlIIIIllllII,1314,873,795,True,False,False,0jDRsFxOdSQPD7X42zxWWzjTu0hkMvp4cdUifYH-0x8nrQarl8x4uD_UKZGYf3hoo1-8LGucKbQ3eg
CHALLENGER,jzex6w6ZyqVVSA-Kx3h8IsWleJFESwsG5GTdkSSLTDWCwe1hu2Yxw4Kw7A,Career DRX,1026,877,800,False,False,False,mzYsStMnqPjmhXLJ8GKdmfaPBtx2xQQX4wC0oYmZQ1vjzKjrBm8g8rkFeCc75c5kv-uWA5GC5lTTAw
CHALLENGER,EL_N8yJPqPYOfOR_8aR0iJu7uQh5ifUwGrnZucNXWTbkpMc,쿠 리,1016,305,241,False,False,False,KzqKul9zNiE-cVKim7xZ7rfkR2aG5hJa5mGG9kirqBxwZpUnWQcNg5PAy_X2MLdUa-7ceTg5HR1b3A
CHALLENGER,fxbPSQ67qHrMDUGEHvuiWvt4LU8jz4BpmUaliyuWJ2g2HLEhkFNJiNN0tw,Irene Irene,1604,402,296,True,False,False,koZaPygS8BjsprPEAXMqfevEwIz6obXlcTp-Qc97NojFIDO4PE20e657zjHMow5HiPH8cp7Sntyz1Q
CHALLENGER,QczCpfWE3I-yYOLEYGH4h-P_72mVOBYx4BHEGvQ0SUFV6zY,Sangchu,1132,359,293,True,False,False,TjJmLu0U9-flWo2p7_dD1P-VA1tcsCjqhqlmfibM1lApEBDD4SFgEax9szsGtuAQ7oIlOfS-qNoHjQ
CHALLENGER,H13KbCm0bXuherOTWbET12zdDuTOv7wEHOYhvUldME92CYIiQl49ZJt4wQ,IlIIIIIIIllI,1003,149,102,False,False,False,yQyaVuD7RIDjIEEBGoaVhtKo_yJ3GO-IuhvCVf1exZNK2QjUdHYH13bfm1bCkMXdklpazL3iEyMe3g
CHALLENGER,h-s7oXDnYY6RijAbhWKw0VI8vzbL2qXS2liEATzIJNtG0Ow,728847,942,312,257,False,False,True,pPTsRPyg2K-0lc16UKiGodX2rmyNKPEtKSnSxNTm2veboQXrX0jH6wZu8mCfaOwoA4k09BdpbYMpsQ
CHALLENGER,fQ4-hhGsHjmxmTc7cISmtzqwCqIz6IZI2OoWDnmdPE_MrGemIsX_YOaCaQ,쁘농2,923,162,95,False,False,False,XOUzKjd16sCjYCcfdn5Ei--BLjpFJ2Qtbr9UmHjpU66vKwV3O1j2ApLeIo_1PgGW-asZgkiCMGmchQ
CHALLENGER,-cHYqsOY3XG1TZCdQjhevMZODWNgaFZhll6VtCVNfxzMpu0,T1 Trigger,1067,764,700,False,False,False,EZnv6D7LrkYRPZPZnXAKbwKgnvAkLHXB_SsGHb14DZW4gdQnvSf_etS_aEiWHT9PO0w6d_3cNVzVDw
CHALLENGER,dpb8CLBnQaNUiCy5O7dC_QVzIlAh6mALH5mN7O4b2lBctHL0AY8hh6xZFA,Oh Lovely,918,268,213,False,False,False,jzttmEP1OsqB2VPSZiUWS_BVAmJvhGqSBVi1muEOq-9RPWZcbjG2QegpYWMAGSIaabUjIzFqfDpexw
CHALLENGER,5sfMWSNsXQ35kdaElZCyOr7FsJOX1rGKMTm_VyBeylOtCgg,F1reb4t,955,450,385,False,False,False,EtQfox9Viig89tPb1k4Kx2zOnj_cW2bA2jTkik4sPywlU62F31g4mRcjSyzTs8qUKIv-jR5WgOryJA
CHALLENGER,XUPNP-4GyO8jJaL7Ydn7fWAfzCikzyT27SHKHDSCINy9SOw,C9 EMENES,1151,364,287,True,False,False,3skve8S3vzAWyGY5xDNCri_JJieDfNHkRd6DBos6aJ_tbYllb129_ZCdlNLya3-JEUqx1iLAdDYVIg
CHALLENGER,ssXJKBQzzwxT62VAeuUHz0tFDLMZAHezctV2RyrmbNGFHIY,nihao hello hi,1070,773,652,True,False,False,9Ewem6UxxtHIpqXtz0Avnmgivtqy9SCAWW-SlkGTL9hrrk0AdY7L2wepeCuU_5hl7YP2i88TMogBog
CHALLENGER,YCBoVezRfPilZw1Ps7Aab5qM178hzjspU1oYenEFmsu7bQ,뭐라고번역하지,1028,324,229,True,False,False,7Jee8T-FWQD7HZR6DZugWYYLkiVy1VeQ55vFzMp0n9WJ9wUWmJrcPWQn9oV-8bo34kkN5f2fnkZSHw
CHALLENGER,sDtgUbC6IUbx9zRrYJG5ZM3jw0-6yspa1uFpoRccA48KZ94,Gen G Seeder,961,313,245,False,False,False,0Sf47HorphFrz72rer4iaasT5Nf5WQwla3vxDhOrN7T4--s7AvTrg-RQ2BSgdxYqttwhQEWVJvzYkQ
CHALLENGER,vDI46YQUumHzQNa6cDwI2QN9Mdu5cd9DEgA0X3MT6jT3po0,최강 EDGAR,1061,615,543,True,False,False,pANm8ql0yyswVJdg6BlPO_FL8qi1CT2qUl7ByksXt5L-GpYgMzUybcLZ1ZqD1u4KZJoTrvJbEo1BeA
